"the 1968 us presidential election","pa",2090017,0,2259405,29,378582,0
"the 1968 us presidential election","ri",122359,0,246518,4,15678,0
"the 1968 us presidential election","sc",254062,8,197486,0,215430,0
"the 1968 us presidential election","sd",149841,4,118023,0,13400,0
"the 1968 us presidential election","tn",472592,11,351233,0,424792,0
"the 1968 us presidential election","tx",1227844,0,1266804,25,584269,0
"the 1968 us presidential election","ut",238728,4,156665,0,26906,0
"the 1968 us presidential election","vt",85142,3,70255,0,5104,0
"the 1968 us presidential election","va",590319,12,442387,0,321833,0
"the 1968 us presidential election","wa",588510,0,616037,9,96990,0
"the 1968 us presidential election","wv",307555,0,374091,7,72560,0
"the 1968 us presidential election","wi",809997,12,748804,0,127835,0
"the 1968 us presidential election","wy",70927,3,45173,0,11105,0
"the 1968 us presidential election","us",31783783,301,31271839,191,9901118,46

"the 1962 california gubernatorial election", "ca",3037109,0,2740351,0,0,0
"the 1966 california gubernatorial election", "ca",3742913,0,2749174,0,0,0
"the 1962 new york gubernatorial election", "ny",3081587,0,2552418,0,0,0
"the 1966 new york gubernatorial election", "ny",2690626,0,2298363,0,0,0
